Description,Total_Quantity_Sold,Total_Orders,Total_Revenue,Avg_Daily_Demand,Reorder_Point
VINTAGE NOTEBOOK RED ROSE,44,12,129.8,1.4666666666666666,10.266666666666666
VINTAGE NOTEBOOK TRAVELOGUE,307,37,620.0500000000001,10.233333333333333,71.63333333333333
VINTAGE PAISLEY STATIONERY SET,2064,308,3436.04,68.8,481.59999999999997
VINTAGE PHOTO ALBUM PARIS DAYS,80,28,488.79999999999995,2.6666666666666665,18.666666666666664
VINTAGE PINK DECORATIVE PARASOL,102,32,772.5,3.4,23.8
VINTAGE PINK TINSEL REEL ,13,4,27.3,0.43333333333333335,3.033333333333333
VINTAGE POST OFFICE CABINET,123,48,7954.87,4.1,28.699999999999996
VINTAGE RED ENAMEL TRIM JUG ,578,123,2123.34,19.266666666666666,134.86666666666667
VINTAGE RED ENAMEL TRIM MUG ,1633,101,1940.45,54.43333333333333,381.0333333333333
VINTAGE RED ENAMEL TRIM PLATE,778,67,1254.8999999999999,25.933333333333334,181.53333333333333
VINTAGE RED KITCHEN CABINET,75,52,12550.0,2.5,17.5
VINTAGE RED MUG,2258,110,1429.96,75.26666666666667,526.8666666666667
VINTAGE RED TEATIME MUG,4517,180,3302.7200000000003,150.56666666666666,1053.9666666666667
VINTAGE RED TRIM ENAMEL BOWL ,1079,87,1328.59,35.96666666666667,251.76666666666668
VINTAGE ROSE BEAD BRACELET BLACK,85,32,361.25,2.8333333333333335,19.833333333333336
VINTAGE ROSE BEAD BRACELET BLUE,19,9,80.75,0.6333333333333333,4.433333333333334
VINTAGE ROSE BEAD BRACELET RASPBERR,74,26,314.5,2.466666666666667,17.266666666666666
VINTAGE SEASIDE JIGSAW PUZZLES,988,204,3590.02,32.93333333333333,230.5333333333333
VINTAGE SHELLS PRINT,101,45,647.45,3.3666666666666667,23.566666666666666
VINTAGE SNAKES & LADDERS,3387,615,12157.97,112.9,790.3000000000001
VINTAGE SNAP CARDS,25120,1480,19957.34,837.3333333333334,5861.333333333334
VINTAGE UNION JACK APRON,838,245,5630.64,27.933333333333334,195.53333333333333
VINTAGE UNION JACK BUNTING,6497,1121,54432.62,216.56666666666666,1515.9666666666667
VINTAGE UNION JACK CUSHION COVER,3517,550,18495.47,117.23333333333333,820.6333333333333
VINTAGE UNION JACK DOORSTOP,1710,350,9987.98,57.0,399.0
VINTAGE UNION JACK MEMOBOARD,6125,499,44785.83,204.16666666666666,1429.1666666666665
VINTAGE UNION JACK PENNANT,1415,159,2759.25,47.166666666666664,330.16666666666663
VINTAGE UNION JACK SHOPPING BAG,896,185,4227.6,29.866666666666667,209.06666666666666
VINTAGE WOODEN BAR STOOL,43,17,1157.8999999999999,1.4333333333333333,10.033333333333333
VINTAGE WOODEN PLATE RACK,17,11,659.1500000000001,0.5666666666666667,3.966666666666667
VINTAGE ZINC PLANTER  ,23,5,75.67,0.7666666666666667,5.366666666666667
VINTAGE ZINC WATERING CAN,12,7,119.39999999999999,0.4,2.8000000000000003
VINTAGE ZINC WATERING CAN SMALL,16,6,79.2,0.5333333333333333,3.7333333333333334
VINYL RECORD FRAME SILVER,2550,177,8831.2,85.0,595.0
VIP HOLIDAY PURSE,664,22,296.48,22.133333333333333,154.93333333333334
VIP LUGGAGE TAG ,71,26,88.75,2.3666666666666667,16.566666666666666
VIP PASSPORT COVER ,35,11,73.5,1.1666666666666667,8.166666666666668
VIPPASSPORT COVER ,488,71,840.6800000000001,16.266666666666666,113.86666666666666
WAKE UP COCKEREL CALENDAR SIGN ,117,46,449.88,3.9,27.3
WAKE UP COCKEREL TILE COASTER,651,42,265.59,21.7,151.9
WAKE UP COCKEREL TILE HOOK,218,25,124.17,7.266666666666667,50.86666666666667
WAKE UP COCKEREL WALL THERMOMETER,177,15,328.95,5.9,41.300000000000004
"WALL ART , LOVES' SECRET ",8,2,47.6,0.26666666666666666,1.8666666666666667
"WALL ART , THE MAGIC FOREST ",2,1,13.9,0.06666666666666667,0.4666666666666667
"WALL ART ,PUDDINGS ",8,2,61.2,0.26666666666666666,1.8666666666666667
WALL ART 70'S ALPHABET ,334,55,2399.58,11.133333333333333,77.93333333333334
WALL ART ANIMALS AND NATURE ,148,26,471.0,4.933333333333334,34.53333333333333
WALL ART BICYCLE SAFETY,644,120,3412.52,21.466666666666665,150.26666666666665
WALL ART BICYCLE SAFTEY ,21,3,114.15,0.7,4.8999999999999995
WALL ART BIG LOVE ,960,97,5319.36,32.0,224.0
WALL ART BUFFALO BILL ,321,29,932.6700000000001,10.7,74.89999999999999
WALL ART CAT AND BIRD ,118,18,324.98,3.933333333333333,27.53333333333333
WALL ART CLASSIC PUDDINGS ,821,118,6093.49,27.366666666666667,191.56666666666666
WALL ART DOG AND BALL ,89,17,226.29000000000002,2.966666666666667,20.766666666666666
WALL ART DOG LICENCE ,474,62,2265.18,15.8,110.60000000000001
WALL ART DOLLY GIRL ,311,19,896.3700000000001,10.366666666666667,72.56666666666666
WALL ART GARDEN HAVEN ,210,31,936.34,7.0,49.0
WALL ART HORSE & PONY ,209,34,644.6700000000001,6.966666666666667,48.766666666666666
WALL ART I LOVE LONDON ,86,19,387.3,2.8666666666666667,20.066666666666666
WALL ART KEEP CALM ,958,74,4853.5,31.933333333333334,223.53333333333333
WALL ART LOVES' SECRET ,229,33,1082.1100000000001,7.633333333333334,53.43333333333334
WALL ART MID CENTURY MODERN ,164,20,1015.78,5.466666666666667,38.266666666666666
WALL ART ONLY ONE PERSON ,1031,73,4211.55,34.36666666666667,240.56666666666666
WALL ART SPACEBOY,156,21,495.48,5.2,36.4
WALL ART STOP FOR TEA ,688,153,3748.1800000000003,22.933333333333334,160.53333333333333
WALL ART THE MAGIC FOREST ,144,9,876.64,4.8,33.6
WALL ART TREASURE AHOY ,87,22,317.97,2.9,20.3
WALL ART VILLAGE SHOW ,227,56,1201.6100000000001,7.566666666666666,52.96666666666667
WALL ART VINTAGE HEART,326,27,1273.92,10.866666666666667,76.06666666666666
WALL ART WORK REST AND PLAY  ,205,26,853.47,6.833333333333333,47.83333333333333
"WALL ART,ONLY ONE PERSON ",6,1,29.700000000000003,0.2,1.4000000000000001
"WALL MIRROR , DIAMANTE OVAL SHAPE",387,99,2591.85,12.9,90.3
"WALL MIRROR , RECT DIAMANTE, PINK/",177,21,1100.91,5.9,41.300000000000004
WALL MIRROR RECTANGLE DIAMANTE PINK,126,20,521.7,4.2,29.400000000000002
WALL MOUNTED VINTAGE ORGANISER,447,123,5339.79,14.9,104.3
WALL TIDY RETROSPOT ,3046,288,4850.66,101.53333333333333,710.7333333333333
WASH BAG VINTAGE ROSE PAISLEY,1780,303,4372.5,59.333333333333336,415.33333333333337
WASHROOM METAL SIGN,6746,654,9080.01,224.86666666666667,1574.0666666666666
WATERING CAN BLUE ELEPHANT,3179,498,6004.75,105.96666666666667,741.7666666666667
WATERING CAN GARDEN MARKER,2243,183,2967.45,74.76666666666667,523.3666666666667
WATERING CAN GREEN DINOSAUR,2670,353,4822.219999999999,89.0,623.0
WATERING CAN PINK BUNNY,3394,429,6216.2,113.13333333333334,791.9333333333334
WATERING CAN SINGLE HOOK PISTACHIO,412,38,564.12,13.733333333333333,96.13333333333333
WATERMELON BATH SPONGE,1739,141,2169.95,57.96666666666667,405.76666666666665
WAVELINE SURF IRONING BOARD COVER,8,6,30.0,0.26666666666666666,1.8666666666666667
WAY OUT METAL SIGN ,1034,101,1331.6999999999998,34.46666666666667,241.26666666666668
WEEKEND BAG VINTAGE ROSE PAISLEY,902,280,7315.950000000001,30.066666666666666,210.46666666666667
WELCOME  WOODEN BLOCK LETTERS,967,316,9289.199999999999,32.233333333333334,225.63333333333333
WELCOME METAL SIGN,44,8,55.0,1.4666666666666666,10.266666666666666
WHEELBARROW FOR CHILDREN ,518,187,6133.62,17.266666666666666,120.86666666666666
WHITE  ROSEBUD PEARL BRACELET,30,8,80.7,1.0,7.0
WHITE 3 FRAME BIRDS AND TREE ,24,13,237.8,0.8,5.6000000000000005
WHITE ADVENT CANDLE,443,39,829.08,14.766666666666667,103.36666666666667
WHITE ALLIUM  ARTIFICIAL FLOWER,40,10,67.6,1.3333333333333333,9.333333333333332
WHITE AND BLUE CERAMIC OIL BURNER,312,39,351.6,10.4,72.8
WHITE ANEMONE ARTIFICIAL FLOWER,171,21,288.99,5.7,39.9
WHITE BAMBOO RIBS LAMPSHADE,3149,91,2672.85,104.96666666666667,734.7666666666667
WHITE BAROQUE CARRIAGE CLOCK,22,15,218.89999999999998,0.7333333333333333,5.133333333333333
WHITE BAROQUE WALL CLOCK ,79,41,772.65,2.6333333333333333,18.433333333333334
WHITE BEADED GARLAND STRING 20LIGHT,994,201,6043.099999999999,33.13333333333333,231.93333333333334
WHITE BELL HONEYCOMB PAPER ,1845,113,2842.25,61.5,430.5
WHITE BELL HONEYCOMB PAPER GARLAND ,1251,108,1946.5499999999997,41.7,291.90000000000003
WHITE BIRD GARDEN DESIGN MUG,8800,22,1323.2,293.3333333333333,2053.333333333333
WHITE BITTY LIGHT CHAIN ,240,39,1000.08,8.0,56.0
WHITE BROCANTE SOAP DISH,751,118,2157.8500000000004,25.033333333333335,175.23333333333335
WHITE CANDYSTUFT ARTIFICIAL FLOWER,433,30,543.37,14.433333333333334,101.03333333333333
WHITE CERAMIC PARTY SET (5PCS),94,15,337.58,3.1333333333333333,21.933333333333334
WHITE CHERRY LIGHTS,962,98,5687.5,32.06666666666667,224.4666666666667
WHITE CHOCOLATE SCENT CANDLE,351,10,244.35000000000002,11.7,81.89999999999999
WHITE CHRISTMAS FLOCK DROPLET ,91,6,73.91,3.033333333333333,21.233333333333334
WHITE CHRISTMAS GARLAND STARS TREES,543,106,2025.45,18.1,126.70000000000002
WHITE CHRISTMAS HEART DECORATION,2590,104,1079.1599999999999,86.33333333333333,604.3333333333333
WHITE CHRISTMAS STAR DECORATION,3000,132,1251.36,100.0,700.0
WHITE CHRISTMAS TREE 60CM,3,3,8.850000000000001,0.1,0.7000000000000001
WHITE CHRISTMAS TREE DECORATION ,2124,82,874.8,70.8,495.59999999999997
WHITE CHRYSANTHEMUMS ART FLOWER,259,18,439.14,8.633333333333333,60.43333333333333
WHITE DOVE HONEYCOMB PAPER GARLAND,5017,274,7729.049999999999,167.23333333333332,1170.6333333333332
WHITE ENAMEL FLOWER HAIR TIE,9,3,26.550000000000004,0.3,2.1
WHITE FOXGLOVE ARTIIFCIAL FLOWER,16,3,40.8,0.5333333333333333,3.7333333333333334
WHITE FRANGIPANI HAIR CLIP,17,3,14.45,0.5666666666666667,3.966666666666667
WHITE FRANGIPANI NECKLACE,17,5,43.349999999999994,0.5666666666666667,3.966666666666667
WHITE GLASS CHUNKY CHARM BRACELET,69,28,611.0999999999999,2.3,16.099999999999998
WHITE GLASS TV TRIPLE FRAME,16,8,68.0,0.5333333333333333,3.7333333333333334
WHITE GOOSE FEATHER CHRISTMAS TREE ,458,81,1435.1000000000001,15.266666666666667,106.86666666666667
WHITE GOOSE FEATHER TREE 60CM ,352,57,782.4,11.733333333333333,82.13333333333333
WHITE GRAND BAROQUE PHOTO FRAME,174,12,379.5,5.8,40.6
WHITE HAND TOWEL WITH BUTTERFLY,183,17,477.85,6.1,42.699999999999996
WHITE HANGING BEADS CANDLE HOLDER,717,144,3789.25,23.9,167.29999999999998
WHITE HANGING HEART T-LIGHT HOLDER,91757,4888,247048.01,3058.5666666666666,21409.966666666667
WHITE HEART CONFETTI IN TUBE,1190,82,1304.4599999999998,39.666666666666664,277.66666666666663
WHITE HEART OF GLASS BRACELET,23,8,136.85000000000002,0.7666666666666667,5.366666666666667
WHITE HEARTS WIRE PLANT POT HOLDER,324,59,873.5600000000001,10.8,75.60000000000001
WHITE HONEYCOMB PAPER FAN ,84,14,158.36,2.8,19.599999999999998
WHITE HONEYCOMB PAPER GARLAND ,543,61,866.7499999999999,18.1,126.70000000000002
WHITE HYDRANGEA ART FLOWER,202,16,319.8,6.733333333333333,47.13333333333333
WHITE JEWELLED HEART DECORATION,5858,330,4714.5199999999995,195.26666666666668,1366.8666666666668
WHITE LOVEBIRD LANTERN,2105,304,6016.950000000001,70.16666666666667,491.1666666666667
WHITE METAL BAROQUE PHOTO FRAME,72,8,120.0,2.4,16.8
WHITE METAL LANTERN,4306,583,15309.64,143.53333333333333,1004.7333333333333
WHITE MOROCCAN METAL LANTERN,47,12,199.17,1.5666666666666667,10.966666666666667
WHITE MURANO TWIST BRACELET,102,20,418.25,3.4,23.8
WHITE NEWBAROQUE CANDLESTICK CANDLE,639,46,734.25,21.3,149.1
"WHITE PEARL BEADED HEART, SMALL",428,62,535.0,14.266666666666667,99.86666666666667
WHITE PICNIC BARBECUE BUCKET,54,24,474.9,1.8,12.6
WHITE RETRODISC LAMPSHADE,898,41,1775.1,29.933333333333334,209.53333333333333
WHITE ROCKING HORSE HAND PAINTED,2750,154,3311.5,91.66666666666667,641.6666666666667
WHITE ROHMBIC BLOCK TABLE LAMP,2,1,5.9,0.06666666666666667,0.4666666666666667
WHITE ROSE C/COVER,20,12,119.0,0.6666666666666666,4.666666666666666
WHITE ROSEBUD  PEARL EARRINGS,20,6,51.0,0.6666666666666666,4.666666666666666
WHITE ROSEBUD & PEARL NECKLACE,4,2,30.0,0.13333333333333333,0.9333333333333333
WHITE ROUND PORCELAIN TLIGHT HOLDER,106,13,241.5,3.533333333333333,24.733333333333334
WHITE SAGE INCENSE,2058,50,424.68,68.6,480.19999999999993
WHITE SATIN DRESS JEWEL STAND,4,2,19.8,0.13333333333333333,0.9333333333333333
WHITE SCANDINAVIAN HEART CHRISTMAS,1,1,1.25,0.03333333333333333,0.23333333333333334
WHITE SILVER NECKLACE SHELL GLASS,2,2,19.9,0.06666666666666667,0.4666666666666667
WHITE SKULL HOT WATER BOTTLE ,4538,738,16917.32,151.26666666666668,1058.8666666666668
WHITE SNOW SCANDINAVIAN STOCKING ,563,60,266.14,18.766666666666666,131.36666666666667
WHITE SOAP RACK WITH 2 BOTTLES,247,86,1376.05,8.233333333333333,57.633333333333326
WHITE SPOT BLUE CERAMIC DRAWER KNOB,9171,563,11022.43,305.7,2139.9
WHITE SPOT RED CERAMIC DRAWER KNOB,10290,625,12354.22,343.0,2401.0
WHITE SQUARE TABLE CLOCK,203,25,228.54,6.766666666666667,47.36666666666667
WHITE STITCHED CUSHION COVER,198,56,1060.78,6.6,46.199999999999996
WHITE STITCHED WALL CLOCK,851,42,814.4,28.366666666666667,198.56666666666666
WHITE STONE/CRYSTAL EARRINGS,18,6,53.10000000000001,0.6,4.2
WHITE SWEETHEARTS CABINET 4 DRAWERS,239,133,2915.25,7.966666666666667,55.766666666666666
WHITE TALL PORCELAIN T-LIGHT HOLDER,1534,159,3293.7,51.13333333333333,357.93333333333334
"WHITE TEA,COFFEE,SUGAR JARS",638,68,1236.1,21.266666666666666,148.86666666666667
WHITE TISSUE REAM,317,204,2520.15,10.566666666666666,73.96666666666667
WHITE TRAVEL ALARM CLOCK,311,71,765.66,10.366666666666667,72.56666666666666
WHITE VINT ART DECO CRYSTAL NECKLAC,18,10,153.0,0.6,4.2
WHITE VINTAGE CRYSTAL BRACELET,17,7,114.75,0.5666666666666667,3.966666666666667
WHITE VINTAGE CRYSTAL EARRINGS,11,4,41.25,0.36666666666666664,2.5666666666666664
WHITE WICKER STAR ,1422,270,2954.7000000000003,47.4,331.8
WHITE WIRE EGG HOLDER,1668,327,9227.800000000001,55.6,389.2
WHITE WIRE PLANT POT HOLDER,16,2,46.24,0.5333333333333333,3.7333333333333334
WHITE WITH BLACK CATS BOWL,344,27,141.68,11.466666666666667,80.26666666666667
WHITE WITH BLACK CATS MUG,5153,47,975.41,171.76666666666668,1202.3666666666668
WHITE WITH BLACK CATS PLATE,6091,25,716.23,203.03333333333333,1421.2333333333333
WHITE WITH METAL BAG CHARM,13,7,64.35000000000001,0.43333333333333335,3.033333333333333
WHITE WOOD GARDEN PLANT LADDER,1519,808,14256.96,50.63333333333333,354.43333333333334
WHITE WOOD SINGLE P/FRAME,5,3,6.25,0.16666666666666666,1.1666666666666665
WHITE/BLUE PULL BACK RACING CAR,1658,114,849.5,55.266666666666666,386.8666666666667
WHITE/BLUE RECT CERAMIC OIL BURNER,20,4,25.0,0.6666666666666666,4.666666666666666
WHITE/PINK CHICK DECORATION,283,26,326.39,9.433333333333334,66.03333333333333
WHITE/PINK CHICK EASTER DECORATION,97,19,82.45,3.2333333333333334,22.633333333333333
WHITE/PINK MINI CRYSTALS NECKLACE,11,5,54.45,0.36666666666666664,2.5666666666666664
WICKER STAR ,4428,720,9115.800000000001,147.6,1033.2
WICKER WREATH LARGE,1360,245,2577.2599999999998,45.333333333333336,317.33333333333337
WICKER WREATH SMALL,1378,184,1822.02,45.93333333333333,321.5333333333333
WILLOW BRANCH LIGHTS.,703,63,4121.25,23.433333333333334,164.03333333333333
WINE BOTTLE DRESSING DARK BLUE,138,22,33.05,4.6,32.199999999999996
WINE BOTTLE DRESSING LT.BLUE,141,25,39.87,4.7,32.9
WIRE EGG BASKET ,109,40,819.65,3.6333333333333333,25.433333333333334
WIRE FLOWER T-LIGHT HOLDER,220,41,275.0,7.333333333333333,51.33333333333333
WISE MAN STAR SHAPE EGG PAN,70,22,89.03999999999999,2.3333333333333335,16.333333333333336
WOBBLING METAL CHICKEN EASTER,85,13,72.25,2.8333333333333335,19.833333333333336
WOOD 2 DRAWER CABINET WHITE FINISH,4774,1053,27952.22,159.13333333333333,1113.9333333333334
WOOD AND GLASS MEDICINE CABINET,65,24,1814.75,2.1666666666666665,15.166666666666666
WOOD ANIMALS HEIGHT CHART STICKERS ,6,1,17.700000000000003,0.2,1.4000000000000001
WOOD BLACK BOARD ANT WHITE FINISH,9678,1048,54525.36,322.6,2258.2000000000003
WOOD FAN WITH FLOWER DESIGN,1391,74,1638.43,46.36666666666667,324.56666666666666
WOOD S/3 CABINET ANT WHITE FINISH,3913,1002,30363.75,130.43333333333334,913.0333333333333
WOOD STAMP SET BEST WISHES,1461,226,1707.56,48.7,340.90000000000003
WOOD STAMP SET FLOWERS,1281,202,1625.2799999999997,42.7,298.90000000000003
WOOD STAMP SET HAPPY BIRTHDAY,1263,193,1524.82,42.1,294.7
WOOD STAMP SET THANK YOU,2082,311,2525.87,69.4,485.80000000000007
WOOD STOCKING CHRISTMAS SCANDISPOT,2998,263,2282.2799999999997,99.93333333333334,699.5333333333333
WOOD XMAS TREE 9 FIG SHELVES,29,4,24.65,0.9666666666666667,6.766666666666667
WOODEN ADVENT CALENDAR CREAM,869,208,12588.449999999999,28.966666666666665,202.76666666666665
WOODEN ADVENT CALENDAR RED,773,162,8459.95,25.766666666666666,180.36666666666667
WOODEN BOX ADVENT CALENDAR ,1239,331,10710.1,41.3,289.09999999999997
WOODEN BOX OF DOMINOES,11803,869,14430.66,393.43333333333334,2754.0333333333333
WOODEN CHRISTMAS TREE 3 HANGING,138,21,57.96,4.6,32.199999999999996
WOODEN CROQUET GARDEN SET,1710,548,20813.809999999998,57.0,399.0
WOODEN FRAME ANTIQUE WHITE ,14368,1773,39909.170000000006,478.93333333333334,3352.5333333333333
WOODEN HAPPY BIRTHDAY GARLAND,4877,540,13770.150000000001,162.56666666666666,1137.9666666666667
WOODEN HEART CHRISTMAS SCANDINAVIAN,12969,726,6124.849999999999,432.3,3026.1
WOODEN HEART CHRISTMAS SCANDISPOT,36,1,30.599999999999998,1.2,8.4
WOODEN OWLS LIGHT GARLAND ,1730,191,6610.1,57.666666666666664,403.66666666666663
WOODEN PICTURE FRAME WHITE FINISH,15643,1658,37011.1,521.4333333333333,3650.033333333333
WOODEN REGATTA BUNTING,991,294,5704.450000000001,33.03333333333333,231.23333333333332
WOODEN ROUNDERS GARDEN SET ,2406,643,20978.47,80.2,561.4
WOODEN SCHOOL COLOURING SET,11158,838,17861.219999999998,371.93333333333334,2603.5333333333333
WOODEN SKITTLES GARDEN SET,1022,337,13722.74,34.06666666666667,238.4666666666667
WOODEN STAR CHRISTMAS SCANDINAVIAN,12180,662,5333.28,406.0,2842.0
WOODEN STAR CHRISTMAS SCANDISPOT,72,2,61.199999999999996,2.4,16.8
WOODEN TREE CHRISTMAS SCANDINAVIAN,6566,457,3161.14,218.86666666666667,1532.0666666666666
WOODEN TREE CHRISTMAS SCANDISPOT,96,3,81.6,3.2,22.400000000000002
WOODEN UNION JACK BUNTING,3165,632,18251.280000000002,105.5,738.5
WOODLAND  HEIGHT CHART STICKERS ,1553,188,4215.35,51.766666666666666,362.3666666666667
WOODLAND  STICKERS,2652,149,2179.3199999999997,88.4,618.8000000000001
WOODLAND ANIMAL  WRITING SET ,1357,127,2133.0499999999997,45.233333333333334,316.6333333333333
WOODLAND BUNNIES LOLLY MAKERS,563,75,1129.28,18.766666666666666,131.36666666666667
WOODLAND CHARLOTTE BAG,19027,1062,15030.64,634.2333333333333,4439.633333333333
WOODLAND CREATURES  WRAP,25,1,10.5,0.8333333333333334,5.833333333333334
WOODLAND DESIGN  COTTON TOTE BAG,1908,276,4275.0,63.6,445.2
WOODLAND LARGE BLUE FELT HEART,85,8,106.25,2.8333333333333335,19.833333333333336
WOODLAND LARGE PINK FELT HEART,278,10,307.18,9.266666666666667,64.86666666666667
WOODLAND LARGE RED FELT HEART,198,18,247.5,6.6,46.199999999999996
WOODLAND MINI BACKPACK,784,133,3133.6000000000004,26.133333333333333,182.93333333333334
WOODLAND MINI RUCKSACK ,5,2,20.75,0.16666666666666666,1.1666666666666665
WOODLAND PARTY BAG + STICKER SET,3460,345,5456.36,115.33333333333333,807.3333333333333
WOODLAND SMALL BLUE FELT HEART,297,27,246.51,9.9,69.3
WOODLAND SMALL PINK FELT HEART,280,26,232.39999999999998,9.333333333333334,65.33333333333334
WOODLAND SMALL RED FELT HEART,665,43,530.8299999999999,22.166666666666668,155.16666666666669
WOODLAND STORAGE BOX LARGE ,782,61,1739.54,26.066666666666666,182.46666666666667
WOODLAND STORAGE BOX SMALL,962,51,1338.6000000000001,32.06666666666667,224.4666666666667
WOODLAND WATER TRANSFER TATTOOS ,1748,145,1443.3999999999999,58.266666666666666,407.8666666666667
WOOLLY HAT SOCK GLOVE ADVENT STRING,1687,162,4995.85,56.233333333333334,393.6333333333333
WORLD WAR 2 GLIDERS ASSTD DESIGNS,105185,920,24098.03,3506.1666666666665,24543.166666666664
WOVEN BERRIES CUSHION COVER ,194,20,383.1,6.466666666666667,45.266666666666666
WOVEN BUBBLE GUM CUSHION COVER,190,20,363.3,6.333333333333333,44.33333333333333
WOVEN CANDY CUSHION COVER ,93,11,193.95000000000002,3.1,21.7
WOVEN FROST CUSHION COVER,102,17,238.5,3.4,23.8
WOVEN ROSE GARDEN CUSHION COVER ,172,17,363.0,5.733333333333333,40.13333333333333
WOVEN SUNSET CUSHION COVER ,23,9,113.85000000000001,0.7666666666666667,5.366666666666667
WRAP  PINK FLOCK,1050,39,439.0,35.0,245.0
WRAP  VINTAGE DOILEY ,100,2,42.0,3.3333333333333335,23.333333333333336
WRAP  VINTAGE DOILY ,2450,93,1029.0,81.66666666666667,571.6666666666667
"WRAP , SUMMER ROSE DESIGN",150,6,63.0,5.0,35.0
WRAP 50'S  CHRISTMAS,4563,149,1892.46,152.1,1064.7
WRAP A PRETTY THANK YOU,50,2,21.0,1.6666666666666667,11.666666666666668
WRAP ALPHABET DESIGN,7925,232,3196.5,264.1666666666667,1849.1666666666667
WRAP ALPHABET POSTER  ,1850,63,761.0,61.666666666666664,431.66666666666663
WRAP BAD HAIR DAY,975,33,97.5,32.5,227.5
WRAP BILLBOARD FONTS DESIGN,1800,62,756.0,60.0,420.0
WRAP BIRD GARDEN ,1300,51,546.0,43.333333333333336,303.33333333333337
WRAP BLIZZARD,975,34,409.5,32.5,227.5
WRAP BLUE REINDEER,1350,43,567.0,45.0,315.0
WRAP BLUE RUSSIAN FOLKART,2025,56,626.25,67.5,472.5
WRAP BOUDOIR ,750,9,75.0,25.0,175.0
WRAP CAROUSEL,375,14,157.5,12.5,87.5
WRAP CHRISTMAS DECOUPAGE,25,1,10.5,0.8333333333333334,5.833333333333334
WRAP CHRISTMAS SCREEN PRINT,3450,112,994.75,115.0,805.0
WRAP CHRISTMAS VILLAGE,9663,280,3950.46,322.1,2254.7000000000003
WRAP CIRCUS PARADE,5302,178,2178.84,176.73333333333332,1237.1333333333332
WRAP COWBOYS  ,4215,123,1690.3,140.5,983.5
WRAP DAISY CARPET ,2060,59,640.95,68.66666666666667,480.6666666666667
WRAP DOILEY DESIGN,4675,162,1915.5,155.83333333333334,1090.8333333333335
WRAP DOLLY GIRL,5300,158,2130.0,176.66666666666666,1236.6666666666665
WRAP ENGLISH ROSE ,13198,440,5435.4,439.93333333333334,3079.5333333333333
WRAP FLOWER SHOP  ,1575,62,661.5,52.5,367.5
WRAP FOLK ART,2050,59,648.25,68.33333333333333,478.3333333333333
WRAP GINGHAM ROSE ,2276,82,943.92,75.86666666666666,531.0666666666666
WRAP GREEN PEARS ,3700,147,1554.0,123.33333333333333,863.3333333333333
WRAP GREEN RUSSIAN FOLKART ,1750,48,533.75,58.333333333333336,408.33333333333337
WRAP I LOVE LONDON ,7104,168,2787.68,236.8,1657.6000000000001
WRAP KEEP CALM BIRTHDAY,1125,36,460.5,37.5,262.5
WRAP MAGIC FOREST ,1075,43,451.5,35.833333333333336,250.83333333333334
